center,left,right,steering,throttle,brake,speed
/home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/center_2017_04_16_19_03_25_922.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/left_2017_04_16_19_03_25_922.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/right_2017_04_16_19_03_25_922.jpg,-0.2878239,0,0,7.563738
/home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/center_2017_04_16_19_03_26_024.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/left_2017_04_16_19_03_26_024.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/right_2017_04_16_19_03_26_024.jpg,-0.4505675,0,0,7.448897
/home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/center_2017_04_16_19_03_26_131.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/left_2017_04_16_19_03_26_131.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/right_2017_04_16_19_03_26_131.jpg,-0.1303804,0,0,7.380828
/home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/center_2017_04_16_19_03_26_234.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/left_2017_04_16_19_03_26_234.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/right_2017_04_16_19_03_26_234.jpg,-0.06980109,0,0,7.295805
/home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/center_2017_04_16_19_03_26_360.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/left_2017_04_16_19_03_26_360.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/right_2017_04_16_19_03_26_360.jpg,-0.2599261,0,0,7.168083
/home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/center_2017_04_16_19_03_26_466.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/left_2017_04_16_19_03_26_466.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/right_2017_04_16_19_03_26_466.jpg,0,0,0,7.093558
/home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/center_2017_04_16_19_03_26_566.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/left_2017_04_16_19_03_26_566.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/right_2017_04_16_19_03_26_566.jpg,0,0.301986,0,7.232789
/home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/center_2017_04_16_19_03_26_667.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/left_2017_04_16_19_03_26_667.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/right_2017_04_16_19_03_26_667.jpg,0,0.6029584,0,7.733045
/home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/center_2017_04_16_19_03_26_772.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/left_2017_04_16_19_03_26_772.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/right_2017_04_16_19_03_26_772.jpg,0,0.9173913,0,8.60194
/home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/center_2017_04_16_19_03_26_877.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/left_2017_04_16_19_03_26_877.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/right_2017_04_16_19_03_26_877.jpg,0,0.8585289,0,9.865983
/home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/center_2017_04_16_19_03_27_002.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/left_2017_04_16_19_03_27_002.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/right_2017_04_16_19_03_27_002.jpg,-0.3755429,0.482986,0,10.61076
/home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/center_2017_04_16_19_03_27_124.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/left_2017_04_16_19_03_27_124.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/right_2017_04_16_19_03_27_124.jpg,-0.009596586,0.1170397,0,10.86097
/home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/center_2017_04_16_19_03_27_225.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/left_2017_04_16_19_03_27_225.jpg, /home/umer/Documents/Udacity-Self-Driving-Car/Codes/Behavioral-Cloning/Training-Image-Data/IMG/right_2017_04_16_19_03_27_225.jpg,0,0,0,10.75859
